ID;Data;Tipo;Descrição;Categoria;Classificação;Pagamento;Forma de Pagamento;Parcelas;Pagamento Realizado;Valor;Observações;Mês;Ano
392;04/06/2024;Despesa;Amazon Prime;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;19,9;Pago dia 02/07/2024;Julho;2024
393;09/05/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2024;Julho;2024
394;27/05/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2024;Julho;2024
395;27/05/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2024;Julho;2024
396;27/05/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2024;Julho;2024
397;28/05/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2024;Julho;2024
398;12/06/2024;Despesa;HBO Max;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;29,66;Pago dia 02/07/2024;Julho;2024
399;14/06/2024;Despesa;CarboGel - Amazon;Gastos Gerais Corrida;Extra;À Vista;Crédito Nubank;;OK;52,24;Pago dia 02/07/2024;Julho;2024
400;15/06/2024;Despesa;Suplemento Cardiofísico;Gastos Gerais Corrida;Extra;À Vista;Crédito Nubank;;OK;19,4;Pago dia 02/07/2024;Julho;2024
401;15/06/2024;Despesa;Savegnago para Risotto - Sábado;Gastos Extras / Diversos;Extra;À Vista;Crédito Nubank;;OK;99,71;Pago dia 02/07/2024;Julho;2024
402;16/06/2024;Despesa;Boné Decatlhon;Gastos Gerais Corrida;Extra;À Vista;Crédito Nubank;;OK;49,99;Pago dia 02/07/2024;Julho;2024
403;17/06/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2024;Julho;2024
404;18/06/2024;Despesa;Ingresso Sorriso Maroto;Bar / Restaurante / Churrasco;Extra;Parcelado;Crédito Nubank;1 de 4;OK;51,63;Parcela 1/4 - Pago dia 02/07/2024;Julho;2024
405;21/06/2024;Despesa;Google Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;7,99;Pago dia 02/07/2024;Julho;2024
406;21/06/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/07/2024;Julho;2024
407;24/06/2024;Despesa;Spotify;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;27,9;Pago dia 02/07/2024;Julho;2024
408;02/07/2024;Despesa;Parcelamento Dente;Reposição Reserva;Essencial;Parcelado;Transf. BTG;3 de 8;OK;175;3/8 - Reposição dinheiro resgatado;Julho;2024
409;02/07/2024;Despesa;Consulta e Remédios Granola;Reposição Reserva;Essencial;Parcelado;Transf. BTG;2 de 7;OK;78;2/7 - Reposição dinheiro resgatado;Julho;2024
410;02/07/2024;Despesa;Licenciamento 2024;Reposição Reserva;Essencial;Parcelado;Transf. BTG;1 de 3;OK;100;1/3 - Reposição dinheiro resgatado;Julho;2024
411;01/07/2024;Despesa;Jantar Sábado - Tiago Marchiori;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Santander;;OK;132,9;-;Julho;2024
412;02/07/2024;Despesa;Pizza Sexta Feira - Joyce;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;80;Pix para Joyce;Julho;2024
413;02/07/2024;Despesa;Mensalidade Corregiz;Gastos Gerais Corrida;Essencial;À Vista;Pix;;OK;90;Pix para Victor Giz;Julho;2024
414;02/07/2024;Despesa;Fies;Contas Fixas;Essencial;À Vista;Boleto;;OK;208,19;-;Julho;2024
415;02/07/2024;Despesa;Mensalidade Saúde Total;Cuidados Pessoais;Essencial;À Vista;Pix;;OK;135;Pix para Saúde Total;Julho;2024
416;02/07/2024;Despesa;Ração Cachorras (3/3);Gastos Extras / Diversos;Essencial;À Vista;Pix;;OK;78,5;Pix para Edna;Julho;2024
417;02/07/2024;Despesa;Reforma Igreja;Contas Fixas;Essencial;À Vista;Pix;;OK;30;Pix para Edna;Julho;2024
418;02/07/2024;Despesa;Enviado para o BTG;Poupado / Investimento;Essencial;À Vista;Transf. BTG;;OK;1670;Ted para BTG;Julho;2024
419;03/07/2024;Despesa;Ketchup Amazon;Gastos Extras / Diversos;Não Essencial;À Vista;Débito Nubank;;OK;12,02;Pagamento Cartão de Crédito;Julho;2024
420;03/07/2024;Despesa;Marmita Usina;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;17;Pix para Carol;Julho;2024
421;05/07/2024;Despesa;Cerveja Savegnago;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;41,88;-;Julho;2024
422;05/07/2024;Despesa;Pizza N°1 - Sexta Feira;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;69;-;Julho;2024
423;06/07/2024;Despesa;Jantar Sábado - Dom Cabral;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;182,31;-;Julho;2024
424;07/07/2024;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;13;-;Julho;2024
425;08/07/2024;Despesa;Sapão Segunda Feira;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;80;-;Julho;2024
426;10/07/2024;Despesa;Up Sushi - Ifood;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;55,97;-;Julho;2024
427;11/07/2024;Despesa;Adiantamento parcela Baw;Roupas e Calçados;Não Essencial;À Vista;Débito Nubank;;OK;72,2;-;Julho;2024
428;12/07/2024;Despesa;Combustível Sertãzinho;Transporte;Extra;À Vista;Débito Nubank;;OK;50,1;-;Julho;2024
429;14/07/2024;Despesa;Quitute Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;24;-;Julho;2024
430;14/07/2024;Despesa;Quitute Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;32;-;Julho;2024
431;14/07/2024;Despesa;Quitute Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;12;-;Julho;2024
432;14/07/2024;Despesa;Quitute Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;32;-;Julho;2024
433;14/07/2024;Despesa;Quitute Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;24;-;Julho;2024
434;15/07/2024;Despesa;Comida Japonesa ;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;130,97;Pix para UP Sushi;Julho;2024
435;15/07/2024;Despesa;Estacionamento Quitute;Transporte;Extra;À Vista;Pix;;OK;20;Pix para Everaldo;Julho;2024
436;15/07/2024;Despesa;Quitute Domingo (Bolinho);Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;25;Pix para Ligeiro;Julho;2024
437;15/07/2024;Despesa;Quitute Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;32;-;Julho;2024
438;16/07/2024;Despesa;Gordinho Lanches;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;95;-;Julho;2024
439;16/07/2024;Despesa;Combustível São Paulo;Transporte;Não Essencial;À Vista;Débito Santander;;OK;98,69;-;Julho;2024
440;17/07/2024;Despesa;Combustível São Paulo;Transporte;Não Essencial;À Vista;Débito Santander;;OK;106,61;-;Julho;2024
441;17/07/2024;Despesa;Festa Junina Corregiz;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;45;Pix para Victor Giz;Julho;2024
442;17/07/2024;Despesa;Lanche no Aeroporto;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;84,5;Pix para BK;Julho;2024
443;18/07/2024;Despesa;Comida no Graal;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;39,8;-;Julho;2024
444;18/07/2024;Despesa;Fotos Corrida;Gastos Gerais Corrida;Extra;À Vista;Pix;;OK;25,8;Pix para FocoRadical;Julho;2024
445;21/07/2024;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;9;-;Julho;2024
446;18/07/2024;Despesa;Calças EUA;Roupas e Calçados;Essencial;À Vista;Pix;;OK;251;Pix para Guilherme;Julho;2024
447;22/07/2024;Despesa;Vivo Controle;Contas Fixas;Essencial;À Vista;Débito Santander;;OK;88;-;Julho;2024
448;22/07/2024;Despesa;Enviado para o BTG;Poupado / Investimento;Essencial;À Vista;Transf. BTG;;OK;3000;Ted para BTG;Julho;2024
449;22/07/2024;Despesa;Riomar Segunda Feira;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;123,09;-;Julho;2024
450;23/07/2024;Despesa;Retorno Nutricionista;Saúde;Essencial;À Vista;Pix;;OK;100;Pix para Hianka;Julho;2024
451;25/07/2024;Despesa;Presente Juliana;Gastos Extras / Diversos;Não Essencial;À Vista;Débito Nubank;;OK;89,9;-;Julho;2024
452;25/07/2024;Despesa;Café da Tarde com Isadora;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;58,8;-;Julho;2024
453;25/07/2024;Despesa;Sacola Manu;Gastos Extras / Diversos;Não Essencial;À Vista;Pix;;OK;39,9;Pix para Manú;Julho;2024
454;26/07/2024;Despesa;Ônibus para São Paulo;Viagens;Não Essencial;À Vista;Pix;;OK;185;Pix para Victor Giz;Julho;2024
455;27/07/2024;Despesa;Água Posto Graal;Viagens;Extra;À Vista;Débito Nubank;;OK;7,5;-;Julho;2024
456;27/07/2024;Despesa;Salgado Padaria do lado do Ibis;Viagens;Extra;À Vista;Débito Nubank;;OK;26,3;-;Julho;2024
457;27/07/2024;Despesa;Hotel Ibis - Diária;Viagens;Não Essencial;À Vista;Débito Nubank;;OK;115,5;-;Julho;2024
458;27/07/2024;Despesa;Almoço Poke ;Viagens;Extra;À Vista;Débito Nubank;;OK;45,4;-;Julho;2024
459;27/07/2024;Despesa;Almoço KFC;Viagens;Extra;À Vista;Débito Nubank;;OK;23,9;-;Julho;2024
460;27/07/2024;Despesa;Água e chocolate - Oxxo;Viagens;Extra;À Vista;Débito Nubank;;OK;18,99;-;Julho;2024
461;27/07/2024;Despesa;Jantar Sábado - Famiglia Mancini;Viagens;Extra;À Vista;Débito Nubank;;OK;141,26;-;Julho;2024
462;28/07/2024;Despesa;Café da Manhã - Bella Paulista;Viagens;Extra;À Vista;Débito Nubank;;OK;50;-;Julho;2024
463;28/07/2024;Despesa;Almoço Domingo - Frango Assado;Viagens;Extra;À Vista;Débito Nubank;;OK;41,7;-;Julho;2024
464;30/07/2024;Despesa;Teste maquininha MamãeCresci;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;2;-;Julho;2024
465;01/08/2024;Receita;Salário;Entrada;;;;;OK;3230,23;-;Agosto;2024
466;01/08/2024;Sobra;Sobra Julho 2024;Entrada;;;;;OK;43,46;-;Agosto;2024
467;15/07/2024;Receita;Férias;Entrada;;;;;OK;2841,3;-;Agosto;2024
468;31/07/2024;Receita;Restituição IRPF;Entrada;;;;;OK;366,09;-;Agosto;2024
469;01/08/2024;Receita;Pix Leo;Entrada;;;;;OK;14;-;Agosto;2024
470;02/08/2024;Receita;Pix Dani Veiga;Entrada;;;;;OK;45;-;Agosto;2024
471;04/08/2024;Receita;Pix Edna;Entrada;;;;;OK;90;-;Agosto;2024
472;29/06/2024;Despesa;Perfume Sauvage;Cuidados Pessoais;Não Essencial;Parcelado;Crédito Nubank;8 de 10;OK;70,5;Parcela 8/10 - Pago dia 01/08/2024;Agosto;2024
473;07/02/2024;Despesa;Suplementos Growth;Cuidados Pessoais;Não Essencial;Parcelado;Crédito Santander;5 de 6;OK;56,53;Parcela 5/6 - Pago dia 01/08/2024;Agosto;2024
474;29/06/2024;Despesa;Cuecas Mercado Livre;Roupas e Calçados;Não Essencial;Parcelado;Crédito Nubank;4 de 4;OK;31,22;Parcela 4/4 - Pago dia 01/08/2024;Agosto;2024
475;29/06/2024;Despesa;Pacote Premiere;Entretenimento;Essencial;Parcelado;Crédito Nubank;4 de 12;OK;29,9;Parcela 4/12 - Pago dia 01/08/2024;Agosto;2024
476;29/06/2024;Despesa;Revisão Carro - Buiu;Transporte;Essencial;Parcelado;Crédito Nubank;3 de 3;OK;89,33;Parcela 3/3 - Pago dia 01/08/2024;Agosto;2024
477;29/06/2024;Despesa;Inscrição SP City 2024;Gastos Gerais Corrida;Não Essencial;Parcelado;Crédito Nubank;2 de 3;OK;107,64;Parcela 2/3 - Pago dia 01/08/2024;Agosto;2024
478;29/06/2024;Despesa;Ingresso Sorriso Maroto;Bar / Restaurante / Churrasco;Extra;Parcelado;Crédito Nubank;2 de 4;OK;51,62;Parcela 2/4 - Pago dia 01/08/2024;Agosto;2024
479;30/06/2024;Despesa;Combustível Sábado;Transporte;Extra;À Vista;Crédito Nubank;;OK;20;Pago dia 01/08/2024;Agosto;2024
480;30/06/2024;Despesa;Supermercado Nova - Sábado;Gastos Extras / Diversos;Não Essencial;À Vista;Crédito Nubank;;OK;263,68;Pago dia 01/08/2024;Agosto;2024
481;02/07/2024;Despesa;Combustível Sertãozinho - Segunda;Transporte;Extra;À Vista;Crédito Nubank;;OK;60;Pago dia 01/08/2024;Agosto;2024
482;02/07/2024;Despesa;Tênis Vans;Roupas e Calçados;Não Essencial;À Vista;Crédito Nubank;;OK;254,89;Pago dia 01/08/2024;Agosto;2024
483;04/07/2024;Despesa;Amazon Prime;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;19,9;Pago dia 01/08/2024;Agosto;2024
484;11/07/2024;Despesa;Viagem para BH;Viagens;Não Essencial;Parcelado;Crédito Nubank;1 de 10;OK;49,71;Parcela 1/10 - Pago dia 01/08/2024;Agosto;2024
485;11/07/2024;Despesa;Camisas Baw;Roupas e Calçados;Não Essencial;Parcelado;Crédito Nubank;1 de 10;OK;0;Parcela 1/10 - Pago dia 11/07/2024;Agosto;2024
486;11/07/2024;Despesa;HBO Max;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;29,64;Pago dia 01/08/2024;Agosto;2024
487;12/07/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/08/2024;Agosto;2024
488;17/07/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/08/2024;Agosto;2024
489;18/07/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/08/2024;Agosto;2024
490;18/07/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/08/2024;Agosto;2024
491;18/07/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/08/2024;Agosto;2024
492;21/07/2024;Despesa;Google Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;7,99;Pago dia 01/08/2024;Agosto;2024
493;22/07/2024;Despesa;Anuidade Sam's Clube;Gastos Extras / Diversos;Extra;À Vista;Crédito Nubank;;OK;75;Pago dia 01/08/2024;Agosto;2024
494;24/07/2024;Despesa;Spotify;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;27,9;Pago dia 01/08/2024;Agosto;2024
495;27/07/2024;Despesa;Uber para Restaurante Sábado;Viagens;Extra;À Vista;Crédito Nubank;;OK;8,08;Pago dia 01/08/2024;Agosto;2024
496;27/07/2024;Despesa;Uber para Hotel Sábado;Viagens;Extra;À Vista;Crédito Nubank;;OK;8,01;Pago dia 01/08/2024;Agosto;2024
497;28/07/2024;Despesa;Uber para Padaria pós Corrida;Viagens;Extra;À Vista;Crédito Nubank;;OK;75,97;Pago dia 01/08/2024;Agosto;2024
498;28/07/2024;Despesa;Uber para Hotel Domingo;Viagens;Extra;À Vista;Crédito Nubank;;OK;14,53;Pago dia 01/08/2024;Agosto;2024
499;30/07/2024;Despesa;Hostel para BH;Viagens;Não Essencial;À Vista;Pix;;OK;105;Pix para Da Orla Hostel;Agosto;2024
500;01/08/2024;Despesa;Parcelamento Dente;Reposição Reserva;Essencial;Parcelado;Transf. BTG;4 de 8;OK;175;4/8 - Reposição dinheiro resgatado;Agosto;2024
501;01/08/2024;Despesa;Consulta e Remédios Granola;Reposição Reserva;Essencial;Parcelado;Transf. BTG;3 de 7;OK;78;3/7 - Reposição dinheiro resgatado;Agosto;2024
502;01/08/2024;Despesa;Licenciamento 2024;Reposição Reserva;Essencial;Parcelado;Transf. BTG;2 de 3;OK;100;2/3 - Reposição dinheiro resgatado;Agosto;2024
503;01/08/2024;Despesa;Camisetas Palmeiras;Reposição Reserva;Essencial;Parcelado;Transf. BTG;1 de 5;OK;48;1/5 - Reposição dinheiro resgatado;Agosto;2024
504;01/08/2024;Despesa;Mensalidade Corregiz;Gastos Gerais Corrida;Essencial;À Vista;Pix;;OK;90;Pix para Victor Giz;Agosto;2024
505;01/08/2024;Despesa;Fies;Contas Fixas;Essencial;À Vista;Boleto;;OK;208,19;-;Agosto;2024
506;01/08/2024;Despesa;Mensalidade Saúde Total;Cuidados Pessoais;Essencial;À Vista;Pix;;OK;135;Pix para Saúde Total;Agosto;2024
507;01/08/2024;Despesa;Reforma Igreja;Contas Fixas;Essencial;À Vista;Pix;;OK;30;Pix para Edna;Agosto;2024
508;02/07/2024;Despesa;Enviado para o BTG;Poupado / Investimento;Essencial;À Vista;Transf. BTG;;OK;2300;Ted para BTG;Agosto;2024
509;02/08/2024;Despesa;Combustível para Sertãozinho;Transporte;Extra;À Vista;Débito Nubank;;OK;60;-;Agosto;2024
510;03/08/2024;Despesa;Jantar Sábado Aretusa;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;161,83;-;Agosto;2024
511;04/08/2024;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;9;-;Agosto;2024
512;04/08/2024;Despesa;Gordinho Lanche - Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;91;-;Agosto;2024
513;05/08/2024;Despesa;Juros Santander;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;2;Pix para Santander - Luis;Agosto;2024
514;08/08/2024;Despesa;Beliscão Bar da Mari;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;20;Pix para Deivid;Agosto;2024
515;08/08/2024;Despesa;Bar da Mari - Quinta feira;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;90;-;Agosto;2024
516;09/08/2024;Despesa;Taxa Camisetas Palmeiras;Roupas e Calçados;Extra;À Vista;Pix;;OK;32,4;Pix para Ligeiro;Agosto;2024
517;10/08/2024;Despesa;Quermesse São Roque;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;133;-;Agosto;2024
518;10/08/2024;Despesa;Quermesse São Roque;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;39;-;Agosto;2024
519;10/08/2024;Despesa;Quermesse São Roque;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;3;-;Agosto;2024
520;10/08/2024;Despesa;Caixa Bold;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;64,51;Pix para bold;Agosto;2024
521;17/08/2024;Despesa;Casa Dodo - Sexta Feira;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;222,2;-;Agosto;2024
522;17/08/2024;Despesa;Ração Cachorras;Reposição Reserva;Essencial;Parcelado;Débito Nubank;1 de 4;OK;67,5;1/4 - Reposição dinheiro resgatado;Agosto;2024
523;17/08/2024;Despesa;Energético para Show;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;102,89;-;Agosto;2024
524;19/08/2024;Despesa;Viagem para Ribeirão;Transporte;Extra;À Vista;Pix;;OK;35;Pix para Juliana;Agosto;2024
525;21/08/2024;Despesa;Vivo Controle;Contas Fixas;Essencial;À Vista;Débito Santander;;OK;95;-;Agosto;2024
526;21/08/2024;Despesa;Abrapec;Gastos Extras / Diversos;Não Essencial;À Vista;Pix;;OK;20;Pix para Abrapec;Agosto;2024
527;22/08/2024;Despesa;Água na Havan;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;15;-;Agosto;2024
528;22/08/2024;Despesa;Comida Japa - Daiko Ron;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;54,9;Pix para Daiko;Agosto;2024
529;23/08/2024;Despesa;Bar da Mari - Quinta feira;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;54;-;Agosto;2024
530;24/08/2024;Despesa;Retorno Nutricionista;Saúde;Essencial;À Vista;Pix;;OK;100;Pix para Hianka;Agosto;2024
531;24/08/2024;Despesa;Jantar Sábado Garcia;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;76,5;-;Agosto;2024
532;25/08/2024;Despesa;Açaí Domingo;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;54,98;-;Agosto;2024
533;29/08/2024;Despesa;Combustível para Sertãozinho;Transporte;Extra;À Vista;Débito Nubank;;OK;60;-;Agosto;2024
534;31/08/2024;Despesa;Janta na Juliana;Bar / Restaurante / Churrasco;Extra;À Vista;Pix;;OK;40;Pix para Juliana;Agosto;2024
535;01/09/2024;Receita;Salário;Entrada;;;;;OK;4956,65;-;Setembro;2024
536;01/09/2024;Sobra;Sobra Agosto 2024;Entrada;;;;;OK;55,82;-;Setembro;2024
537;31/08/2024;Receita;Pix Leo;Entrada;;;;;OK;14;-;Setembro;2024
538;19/09/2024;Receita;Dinheiro Separado Nubank;Entrada;;;;;OK;65;-;Setembro;2024
539;30/07/2024;Despesa;Perfume Sauvage;Cuidados Pessoais;Não Essencial;Parcelado;Crédito Nubank;9 de 10;OK;70,5;Parcela 9/10 - Pago dia 02/09/2024;Setembro;2024
540;30/07/2024;Despesa;Pacote Premiere;Entretenimento;Essencial;Parcelado;Crédito Nubank;5 de 12;OK;29,9;Parcela 5/12 - Pago dia 02/09/2024;Setembro;2024
541;30/07/2024;Despesa;Inscrição SP City 2024;Gastos Gerais Corrida;Não Essencial;Parcelado;Crédito Nubank;3 de 3;OK;107,64;Parcela 3/3 - Pago dia 02/09/2024;Setembro;2024
542;07/02/2024;Despesa;Suplementos Growth;Cuidados Pessoais;Não Essencial;Parcelado;Crédito Santander;6 de 6;OK;56,51;Parcela 6/6 - Pago dia 01/09/2024;Setembro;2024
543;30/07/2024;Despesa;Ingresso Sorriso Maroto;Bar / Restaurante / Churrasco;Extra;Parcelado;Crédito Nubank;3 de 4;OK;51,62;Parcela 3/4 - Pago dia 02/09/2024;Setembro;2024
544;30/07/2024;Despesa;Viagem para BH;Viagens;Não Essencial;Parcelado;Crédito Nubank;2 de 10;OK;49,63;Parcela 2/10 - Pago dia 02/09/2024;Setembro;2024
545;30/07/2024;Despesa;Camisas Baw;Roupas e Calçados;Não Essencial;Parcelado;Crédito Nubank;2 de 10;OK;72,198;Parcela 2/10 - Pago dia 02/09/2024;Setembro;2024
546;28/07/2024;Despesa;Lanche Domingo pós Corrida (Almoço);Bar / Restaurante / Churrasco;Extra;À Vista;Crédito Santander;;OK;27,5;Pago dia 01/09/2024;Setembro;2024
547;30/07/2024;Despesa;Sem Parar;Transporte;Extra;À Vista;Crédito Santander;;OK;50;Pago dia 01/09/2024;Setembro;2024
548;04/08/2024;Despesa;Amazon Prime;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;19,9;Pago dia 02/09/2024;Setembro;2024
549;05/08/2024;Despesa;Inscrição Meia de Ribeirão;Gastos Gerais Corrida;Não Essencial;À Vista;Crédito Nubank;;OK;245,25;Pago dia 02/09/2024;Setembro;2024
550;08/08/2024;Despesa;Perfume CH ;Cuidados Pessoais;Essencial;Parcelado;Crédito Nubank;1 de 10;OK;46,2;Parcela 1/10 - Pago dia 02/09/2024;Setembro;2024
551;10/08/2024;Despesa;Canal Dente;Saúde;Essencial;Parcelado;Crédito Nubank;1 de 3;OK;393,34;Parcela 1/3 - Pago dia 02/09/2024;Setembro;2024
552;11/08/2024;Despesa;HBO Max;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;29,66;Pago dia 02/09/2024;Setembro;2024
553;18/08/2024;Despesa;Uber do Show para BK;Transporte;Essencial;À Vista;Crédito Nubank;;OK;48,95;Pago dia 02/09/2024;Setembro;2024
554;21/08/2024;Despesa;Google Storage;Entretenimento;Extra;À Vista;Crédito Nubank;;OK;7,99;Pago dia 02/09/2024;Setembro;2024
555;24/08/2024;Despesa;Spotify;Entretenimento;Essencial;À Vista;Crédito Nubank;;OK;27,9;Pago dia 02/09/2024;Setembro;2024
556;01/09/2024;Despesa;Gatorade pós Corrida;Gastos Gerais Corrida;Extra;À Vista;Débito Nubank;;OK;13,99;-;Setembro;2024
557;02/09/2024;Despesa;Parcelamento Dente;Reposição Reserva;Essencial;Parcelado;Débito Nubank;5 de 8;OK;175;5/8 - Reposição dinheiro resgatado;Setembro;2024
558;02/09/2024;Despesa;Consulta e Remédios Granola;Reposição Reserva;Essencial;Parcelado;Débito Nubank;4 de 7;OK;78;4/7 - Reposição dinheiro resgatado;Setembro;2024
559;02/09/2024;Despesa;Licenciamento 2024;Reposição Reserva;Essencial;Parcelado;Débito Nubank;3 de 3;OK;93;3/3 - Reposição dinheiro resgatado;Setembro;2024
560;02/09/2024;Despesa;Camisetas Palmeiras;Reposição Reserva;Essencial;Parcelado;Débito Nubank;2 de 5;OK;48;2/5 - Reposição dinheiro resgatado;Setembro;2024
561;02/09/2024;Despesa;Bebidas Show - Cartão Crédito BTG;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;160;Enviado para BTG Conta Corrente;Setembro;2024
562;02/09/2024;Despesa;Mensalidade Corregiz;Gastos Gerais Corrida;Essencial;À Vista;Pix;;OK;90;Pix para Victor Giz;Setembro;2024
563;02/09/2024;Despesa;Fies;Contas Fixas;Essencial;À Vista;Boleto;;OK;208,19;-;Setembro;2024
564;02/09/2024;Despesa;Mensalidade Saúde Total;Cuidados Pessoais;Essencial;À Vista;Pix;;OK;135;Pix para Saúde Total;Setembro;2024
565;02/09/2024;Despesa;Reforma Igreja;Contas Fixas;Essencial;À Vista;Pix;;OK;30;Pix para Edna;Setembro;2024
566;02/09/2024;Despesa;Enviado para o BTG;Poupado / Investimento;Essencial;À Vista;Transf. BTG;;OK;1000;Ted para BTG;Setembro;2024
567;02/09/2024;Despesa;Bolão da Independência;Gastos Extras / Diversos;Extra;À Vista;Pix;;OK;21;Pix para Jeferson Moro;Setembro;2024
568;06/09/2024;Despesa;Savegnago - Open house Renata;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;51,74;-;Setembro;2024
569;06/09/2024;Despesa;Pizza casa Renata;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;36;-;Setembro;2024
570;07/09/2024;Despesa;Bebida para Aniversário João;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;63,95;-;Setembro;2024
571;07/09/2024;Despesa;Janta sábado - Salgar;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;71,33;-;Setembro;2024
572;07/09/2024;Despesa;Sorvete Mc Donald's;Bar / Restaurante / Churrasco;Extra;À Vista;Débito Nubank;;OK;53,99;-;Setembro;2024
573;08/09/2024;Despesa;Suco e Água de Coco - domingo;Gastos Extras / Diversos;Extra;À Vista;Débito Nubank;;OK;47;-;Setembro;2024
574;11/09/2024;Despesa;Inscrição Corrida DAN;Gastos Gerais Corrida;Não Essencial;À Vista;Pix;;OK;85;Pix para Luciene;Setembro;2024
